#   age       Mc        Msh       logL      logT      logTc     logg      logR      logrhoc   Y         Yc        Z         FeH       OFe       
  110.0000    0.4880    0.4852    1.4429    4.4700    8.1845    5.5165   10.1474    4.4317    0.2470    0.0343    0.0006   -1.4800    0.6000
  110.0000    0.4900    0.4852    1.4472    4.4517    8.1876    5.4407   10.1863    4.4391    0.2470    0.0306    0.0006   -1.4800    0.6000
  110.0000    0.4950    0.4852    1.4606    4.4129    8.2028    5.2764   10.2705    4.4820    0.2470    0.0172    0.0006   -1.4800    0.6000
  110.0000    0.5000    0.4852    1.4780    4.3898    8.2221    5.1709   10.3255    4.5493    0.2470    0.0081    0.0006   -1.4800    0.6000
  110.0000    0.5050    0.4852    1.6592    4.4206    8.2408    5.1176   10.3543    5.0737    0.2470    0.0000    0.0006   -1.4800    0.6000
  110.0000    0.5100    0.4852    1.8517    4.3437    8.1950    4.6215   10.6045    5.1808    0.2470    0.0000    0.0006   -1.4800    0.6000
  110.0000    0.5200    0.4883    2.0332    4.1702    8.1215    3.7545   11.0422    5.3599    0.2470    0.0000    0.0006   -1.4800    0.6000
  110.0000    0.5300    0.4697    2.0656    4.0402    8.1290    3.2102   11.3185    5.3411    0.2470    0.0000    0.0006   -1.4800    0.6000
  110.0000    0.5400    0.4184    2.1208    3.8632    8.1204    2.4554   11.6999    5.3854    0.2470    0.0000    0.0006   -1.4800    0.6000
  110.0000    0.5600    0.5001    2.2721    3.6805    8.1165    1.5887   12.1412    5.5263    0.2470    0.0000    0.0006   -1.4800    0.6000
  110.0000    0.5900    0.5181    2.9307    3.6072    8.0434    0.6601   12.6169    5.9687    0.2470    0.0000    0.0006   -1.4800    0.6000
  110.0000    0.6100    0.5234    2.9519    3.6112    8.0389    0.6690   12.6196    5.9928    0.2470    0.0000    0.0006   -1.4800    0.6000
  110.0000    0.4980    0.4964    1.7141    4.5917    8.1869    5.7408   10.0397    5.1977    0.2450    0.0000    0.0001   -2.2600    0.5000
  110.0000    0.5000    0.4956    1.6892    4.5599    8.1953    5.6403   10.0908    5.1695    0.2450    0.0000    0.0001   -2.2600    0.5000
  110.0000    0.5050    0.4957    1.8775    4.4887    8.1470    5.1715   10.3273    5.2929    0.2450    0.0000    0.0001   -2.2600    0.5000
  110.0000    0.5100    0.4957    1.9582    4.4225    8.1246    4.8304   10.5001    5.3533    0.2450    0.0000    0.0001   -2.2600    0.5000
  110.0000    0.5150    0.4956    2.0673    4.3470    8.1153    4.4236   10.7055    5.4498    0.2450    0.0000    0.0001   -2.2600    0.5000
  110.0000    0.5200    0.4956    2.1099    4.2739    8.1144    4.0928   10.8731    5.4822    0.2450    0.0000    0.0001   -2.2600    0.5000
  110.0000    0.5300    0.4957    2.2767    4.0071    8.1060    2.8672   11.4900    5.6124    0.2450    0.0000    0.0001   -2.2600    0.5000
  110.0000    0.5400    0.4969    2.2339    3.9016    8.1135    2.4957   11.6798    5.5495    0.2450    0.0000    0.0001   -2.2600    0.5000
  110.0000    0.5600    0.5026    2.5346    3.6650    8.0830    1.2646   12.3032    5.7906    0.2450    0.0000    0.0001   -2.2600    0.5000
  110.0000    0.4780    0.4757    1.3775    4.4263    8.1491    5.3979   10.2023    4.3619    0.2570    0.1059    0.0060   -0.4700    0.2300
  110.0000    0.4800    0.4757    1.3840    4.3969    8.1509    5.2755   10.2643    4.3639    0.2570    0.0996    0.0060   -0.4700    0.2300
  110.0000    0.4850    0.4757    1.4009    4.3453    8.1587    5.0568   10.3759    4.3776    0.2570    0.0793    0.0060   -0.4700    0.2300
  110.0000    0.4900    0.4757    1.4188    4.3089    8.1725    4.8980   10.4576    4.4087    0.2570    0.0508    0.0060   -0.4700    0.2300
  110.0000    0.4950    0.4757    1.4290    4.2743    8.1773    4.7535   10.5320    4.4180    0.2570    0.0440    0.0060   -0.4700    0.2300
  110.0000    0.5000    0.4757    1.4400    4.2449    8.1841    4.6292   10.5963    4.4340    0.2570    0.0349    0.0060   -0.4700    0.2300
  110.0000    0.5100    0.4757    1.4766    4.1992    8.2021    4.4185   10.7060    4.4840    0.2570    0.0177    0.0060   -0.4700    0.2300
  110.0000    0.5200    0.4826    2.0662    3.8332    8.1501    2.3732   11.7328    5.2678    0.2570    0.0000    0.0060   -0.4700    0.2300
  110.0000    0.5300    0.4877    2.0788    3.7125    8.1241    1.8863   11.9804    5.3227    0.2570    0.0000    0.0060   -0.4700    0.2300
  110.0000    0.5400    0.4903    2.1285    3.6644    8.1530    1.6524   12.1015    5.2819    0.2570    0.0000    0.0060   -0.4700    0.2300
  110.0000    0.5600    0.4990    2.1680    3.6452    8.1269    1.5522   12.1595    5.3886    0.2570    0.0000    0.0060   -0.4700    0.2300
  110.0000    0.6000    0.5094    2.3388    3.6081    8.1276    1.2625   12.3193    5.5551    0.2570    0.0000    0.0060   -0.4700    0.2300
  110.0000    0.6600    0.5179    2.7212    3.5612    8.1028    0.7341   12.6042    5.8470    0.2570    0.0000    0.0060   -0.4700    0.2300
  110.0000    0.7000    0.5249    2.9804    3.5336    8.0702    0.3898   12.7890    5.9724    0.2570    0.0000    0.0060   -0.4700    0.2300
  110.0000    0.4710    0.4690    1.3347    4.4102    8.1432    5.3700   10.2130    4.3693    0.2880    0.1207    0.0169    0.0000    0.0000
  110.0000    0.4730    0.4690    1.3388    4.3739    8.1430    5.2222   10.2878    4.3667    0.2880    0.1224    0.0169    0.0000    0.0000
  110.0000    0.4750    0.4690    1.3485    4.3473    8.1474    5.1082   10.3457    4.3733    0.2880    0.1072    0.0169    0.0000    0.0000
  110.0000    0.4800    0.4689    1.3652    4.2946    8.1543    4.8850   10.4596    4.3846    0.2880    0.0873    0.0169    0.0000    0.0000
  110.0000    0.4850    0.4690    1.3724    4.2481    8.1540    4.6967   10.5560    4.3805    0.2880    0.0890    0.0169    0.0000    0.0000
  110.0000    0.4900    0.4689    1.3908    4.2131    8.1660    4.5426   10.6352    4.4060    0.2880    0.0618    0.0169    0.0000    0.0000
  110.0000    0.4950    0.4690    1.4056    4.1803    8.1755    4.4010   10.7082    4.4278    0.2880    0.0445    0.0169    0.0000    0.0000
  110.0000    0.5000    0.4690    1.4236    4.1508    8.1838    4.2693   10.7763    4.4482    0.2880    0.0333    0.0169    0.0000    0.0000
  110.0000    0.5100    0.4706    1.5096    4.0861    8.2002    3.9330   10.9487    4.4918    0.2880    0.0181    0.0169    0.0000    0.0000
  110.0000    0.5200    0.4749    1.6078    3.9998    8.2112    3.4981   11.1705    4.5216    0.2880    0.0115    0.0169    0.0000    0.0000
  110.0000    0.5300    0.4834    2.0957    3.6355    8.1714    1.5616   12.1428    5.2204    0.2880    0.0000    0.0169    0.0000    0.0000
  110.0000    0.5400    0.4873    2.1076    3.6267    8.1664    1.5227   12.1663    5.2352    0.2880    0.0000    0.0169    0.0000    0.0000
  110.0000    0.5500    0.4804    2.1010    3.6224    8.1412    1.5200   12.1717    5.2961    0.2880    0.0000    0.0169    0.0000    0.0000
  110.0000    0.5600    0.4957    2.1360    3.6135    8.1226    1.4570   12.2071    5.3789    0.2880    0.0000    0.0169    0.0000    0.0000
  110.0000    0.5800    0.4890    2.1789    3.5993    8.1240    1.3722   12.2571    5.4237    0.2880    0.0000    0.0169    0.0000    0.0000
  110.0000    0.6200    0.4939    2.2352    3.5865    8.1277    1.2940   12.3106    5.4723    0.2880    0.0000    0.0169    0.0000    0.0000
  110.0000    0.6600    0.4994    2.3104    3.5747    8.1284    1.1990   12.3717    5.5375    0.2880    0.0000    0.0169    0.0000    0.0000
  110.0000    0.7000    0.5024    2.3556    3.5687    8.1295    1.1551   12.4064    5.5731    0.2880    0.0000    0.0169    0.0000    0.0000
  110.0000    0.9000    0.5169    2.6940    3.5380    8.1140    0.8029   12.6372    5.8327    0.2880    0.0000    0.0169    0.0000    0.0000
  110.0000    0.4670    0.4649    1.2253    4.3709    8.1221    5.3185   10.2369    4.3668    0.2920    0.1950    0.0400    0.3900    0.0000
  110.0000    0.4680    0.4649    1.2301    4.3510    8.1234    5.2348   10.2792    4.3679    0.2920    0.1888    0.0400    0.3900    0.0000
  110.0000    0.4700    0.4649    1.2373    4.3187    8.1252    5.1005   10.3472    4.3688    0.2920    0.1811    0.0400    0.3900    0.0000
  110.0000    0.4750    0.4649    1.2519    4.2574    8.1284    4.8453   10.4772    4.3697    0.2920    0.1675    0.0400    0.3900    0.0000
  110.0000    0.4800    0.4649    1.2662    4.2073    8.1321    4.6350   10.5846    4.3722    0.2920    0.1507    0.0400    0.3900    0.0000
  110.0000    0.4850    0.4649    1.2819    4.1636    8.1379    4.4489   10.6798    4.3806    0.2920    0.1301    0.0400    0.3900    0.0000
  110.0000    0.4900    0.4650    1.2906    4.1235    8.1381    4.2846   10.7643    4.3777    0.2920    0.1305    0.0400    0.3900    0.0000
  110.0000    0.5000    0.4668    1.3364    4.0603    8.1475    3.9943   10.9138    4.3891    0.2920    0.0990    0.0400    0.3900    0.0000
  110.0000    0.5100    0.4711    1.3897    4.0056    8.1560    3.7309   11.0499    4.3987    0.2920    0.0784    0.0400    0.3900    0.0000
  110.0000    0.5200    0.4752    1.4455    3.9422    8.1655    3.4299   11.2044    4.4130    0.2920    0.0605    0.0400    0.3900    0.0000
  110.0000    0.5300    0.4791    1.5123    3.8523    8.1753    3.0120   11.4176    4.4312    0.2920    0.0445    0.0400    0.3900    0.0000
  110.0000    0.5400    0.4819    1.6318    3.7001    8.2004    2.2918   11.7818    4.5023    0.2920    0.0174    0.0400    0.3900    0.0000
  110.0000    0.5600    0.4869    1.8799    3.6140    8.2485    1.7154   12.0779    4.6947    0.2920    0.0009    0.0400    0.3900    0.0000
  110.0000    0.5800    0.4890    1.7829    3.6211    8.2250    1.8558   12.0153    4.5839    0.2920    0.0069    0.0400    0.3900    0.0000
  110.0000    0.6000    0.4914    2.0583    3.5776    8.2545    1.4211   12.2400    4.8627    0.2920    0.0000    0.0400    0.3900    0.0000
  110.0000    0.7000    0.5004    2.1185    3.5664    8.1900    1.3827   12.2927    5.1448    0.2920    0.0000    0.0400    0.3900    0.0000
  110.0000    0.8000    0.5055    2.1264    3.5670    8.1642    1.4355   12.2952    5.1933    0.2920    0.0000    0.0400    0.3900    0.0000
  110.0000    0.4610    0.4587    1.2052    4.3417    8.1237    5.2162   10.2853    4.3836    0.2890    0.1826    0.0600    0.5800    0.0000
  110.0000    0.4630    0.4587    1.2154    4.3029    8.1268    5.0526   10.3679    4.3867    0.2890    0.1677    0.0600    0.5800    0.0000
  110.0000    0.4650    0.4587    1.2193    4.2713    8.1270    4.9243   10.4330    4.3850    0.2890    0.1687    0.0600    0.5800    0.0000
  110.0000    0.4700    0.4587    1.2369    4.2073    8.1322    4.6553   10.5698    4.3902    0.2890    0.1454    0.0600    0.5800    0.0000
  110.0000    0.4750    0.4587    1.2441    4.1520    8.1324    4.4314   10.6841    4.3870    0.2890    0.1463    0.0600    0.5800    0.0000
  110.0000    0.4800    0.4587    1.2577    4.1026    8.1369    4.2247   10.7898    4.3927    0.2890    0.1312    0.0600    0.5800    0.0000
  110.0000    0.4900    0.4594    1.2971    4.0199    8.1483    3.8634   10.9749    4.4095    0.2890    0.0937    0.0600    0.5800    0.0000
  110.0000    0.5000    0.4631    1.3462    3.9486    8.1569    3.5380   11.1420    4.4205    0.2890    0.0734    0.0600    0.5800    0.0000
  110.0000    0.5100    0.4666    1.4036    3.8679    8.1714    3.1666   11.3319    4.4486    0.2890    0.0468    0.0600    0.5800    0.0000
  110.0000    0.5200    0.4693    1.4648    3.7458    8.1797    2.6251   11.6069    4.4655    0.2890    0.0359    0.0600    0.5800    0.0000
  110.0000    0.5400    0.4732    1.5822    3.6465    8.2025    2.1271   11.8641    4.5284    0.2890    0.0154    0.0600    0.5800    0.0000
  110.0000    0.5600    0.4481    1.7549    3.6047    8.2371    1.8030   12.0340    4.6676    0.2890    0.0035    0.0600    0.5800    0.0000
  110.0000    0.6000    0.4794    1.7754    3.5926    8.2385    1.7641   12.0685    4.6620    0.2890    0.0034    0.0600    0.5800    0.0000
  110.0000    0.7000    0.4866    2.0268    3.5597    8.1910    1.4475   12.2603    5.1313    0.2890    0.0000    0.0600    0.5800    0.0000
  110.0000    0.8000    0.4907    2.0305    3.5612    8.1729    1.5081   12.2590    5.1636    0.2890    0.0000    0.0600    0.5800    0.0000
  110.0000    0.9000    0.4941    2.0330    3.5643    8.1562    1.5693   12.2540    5.1920    0.2890    0.0000    0.0600    0.5800    0.0000
  110.0000    0.4570    0.4544    1.1626    4.3622    8.1107    5.3372   10.2229    4.3709    0.3560    0.2516    0.0400    0.4300    0.0000
  110.0000    0.4590    0.4544    1.1674    4.3351    8.1109    5.2257   10.2796    4.3689    0.3560    0.2525    0.0400    0.4300    0.0000
  110.0000    0.4610    0.4544    1.1796    4.3132    8.1144    5.1278   10.3294    4.3713    0.3560    0.2308    0.0400    0.4300    0.0000
  110.0000    0.4650    0.4544    1.1898    4.2765    8.1156    4.9747   10.4079    4.3691    0.3560    0.2266    0.0400    0.4300    0.0000
  110.0000    0.4700    0.4544    1.2093    4.2378    8.1206    4.8049   10.4950    4.3717    0.3560    0.1979    0.0400    0.4300    0.0000
  110.0000    0.4750    0.4544    1.2227    4.2054    8.1224    4.6665   10.5666    4.3705    0.3560    0.1914    0.0400    0.4300    0.0000
  110.0000    0.4800    0.4548    1.2417    4.1808    8.1240    4.5534   10.6254    4.3685    0.3560    0.1859    0.0400    0.4300    0.0000
  110.0000    0.4900    0.4604    1.2974    4.1546    8.1324    4.4020   10.7055    4.3694    0.3560    0.1517    0.0400    0.4300    0.0000
  110.0000    0.5000    0.4667    1.3564    4.1318    8.1417    4.2607   10.7806    4.3749    0.3560    0.1213    0.0400    0.4300    0.0000
  110.0000    0.5100    0.4726    1.4349    4.1050    8.1591    4.0835   10.8734    4.4011    0.3560    0.0727    0.0400    0.4300    0.0000
  110.0000    0.5200    0.4789    1.5602    4.0579    8.1818    3.7783   11.0303    4.4496    0.3560    0.0350    0.0400    0.4300    0.0000
  110.0000    0.5300    0.4842    1.6123    4.0096    8.1840    3.5410   11.1530    4.4441    0.3560    0.0341    0.0400    0.4300    0.0000
  110.0000    0.5400    0.4901    1.7440    3.8981    8.2038    2.9716   11.4419    4.4969    0.3560    0.0163    0.0400    0.4300    0.0000
  110.0000    0.5500    0.4947    1.8123    3.7854    8.2126    2.4605   11.7014    4.5172    0.3560    0.0112    0.0400    0.4300    0.0000
  110.0000    0.5750    0.5039    2.0909    3.6037    8.2610    1.4744   12.2041    4.7260    0.3560    0.0001    0.0400    0.4300    0.0000
  110.0000    0.7000    0.5238    2.2369    3.5676    8.1690    1.2693   12.3493    5.2018    0.3560    0.0000    0.0400    0.4300    0.0000
  110.0000    0.8000    0.5309    2.2625    3.5649    8.1624    1.2911   12.3675    5.2396    0.3560    0.0000    0.0400    0.4300    0.0000
  110.0000    0.9000    0.5369    2.2921    3.5645    8.1538    1.3110   12.3831    5.2942    0.3560    0.0000    0.0400    0.4300    0.0000
  110.0000    0.4400    0.4343    1.0287    4.3348    8.0962    5.3447   10.2108    4.4039    0.4590    0.3244    0.0600    0.7100    0.0000
  110.0000    0.4450    0.4343    1.0439    4.3014    8.0972    5.2009   10.2852    4.3990    0.4590    0.3215    0.0600    0.7100    0.0000
  110.0000    0.4500    0.4343    1.0642    4.2777    8.0993    5.0907   10.3427    4.3946    0.4590    0.3116    0.0600    0.7100    0.0000
  110.0000    0.4550    0.4367    1.0974    4.2693    8.1022    5.0288   10.3761    4.3896    0.4590    0.2938    0.0600    0.7100    0.0000
  110.0000    0.4600    0.4409    1.1246    4.2676    8.1053    4.9993   10.3931    4.3839    0.4590    0.2776    0.0600    0.7100    0.0000
  110.0000    0.4700    0.4492    1.1833    4.2643    8.1136    4.9367   10.4292    4.3762    0.4590    0.2328    0.0600    0.7100    0.0000
  110.0000    0.4800    0.4575    1.2417    4.2622    8.1231    4.8793   10.4624    4.3725    0.4590    0.1890    0.0600    0.7100    0.0000
  110.0000    0.4900    0.4658    1.3027    4.2608    8.1340    4.8219   10.4957    4.3744    0.4590    0.1455    0.0600    0.7100    0.0000
  110.0000    0.5000    0.4742    1.3668    4.2614    8.1459    4.7687   10.5266    4.3816    0.4590    0.1082    0.0600    0.7100    0.0000
  110.0000    0.5100    0.4826    1.4316    4.2621    8.1571    4.7154   10.5576    4.3902    0.4590    0.0803    0.0600    0.7100    0.0000
  110.0000    0.5200    0.4913    1.5546    4.2682    8.1815    4.6251   10.6069    4.4357    0.4590    0.0382    0.0600    0.7100    0.0000
  110.0000    0.5400    0.5099    1.8134    4.2658    8.2150    4.3728   10.7412    4.5054    0.4590    0.0117    0.0600    0.7100    0.0000
  110.0000    0.5500    0.5183    1.8115    4.2643    8.2115    4.3770   10.7431    4.4749    0.4590    0.0156    0.0600    0.7100    0.0000
  110.0000    0.5750    0.5514    2.2526    4.3030    8.1503    4.1098   10.8864    5.2650    0.4590    0.0000    0.0600    0.7100    0.0000
  110.0000    0.6000    0.5741    2.8651    3.5796    8.1875    0.6222   12.6394    5.7623    0.4590    0.0000    0.0600    0.7100    0.0000
#   age       Mc        Msh       logL      logT      logTc     logg      logR      logrhoc   Y         Yc        Z         FeH       OFe       
  111.0000    0.4880    0.4852    1.4448    4.4734    8.1904    5.5282   10.1415    4.4493    0.2470    0.0275    0.0006   -1.4800    0.6000
  111.0000    0.4900    0.4852    1.4492    4.4557    8.1944    5.4547   10.1792    4.4596    0.2470    0.0239    0.0006   -1.4800    0.6000
  111.0000    0.4950    0.4852    1.4634    4.4190    8.2121    5.2984   10.2595    4.5143    0.2470    0.0108    0.0006   -1.4800    0.6000
  111.0000    0.5000    0.4852    1.4949    4.4120    8.2517    5.2431   10.2894    4.6718    0.2470    0.0010    0.0006   -1.4800    0.6000
  111.0000    0.5050    0.4852    1.7352    4.4046    8.1937    4.9774   10.4244    5.1772    0.2470    0.0000    0.0006   -1.4800    0.6000
  111.0000    0.5100    0.4852    1.8691    4.3348    8.1661    4.5685   10.6310    5.2444    0.2470    0.0000    0.0006   -1.4800    0.6000
  111.0000    0.5200    0.4886    2.0553    4.1601    8.1162    3.6917   11.0735    5.3848    0.2470    0.0000    0.0006   -1.4800    0.6000
  111.0000    0.5300    0.4698    2.0771    4.0338    8.1200    3.1730   11.3370    5.3673    0.2470    0.0000    0.0006   -1.4800    0.6000
  111.0000    0.5400    0.4280    2.1429    3.8346    8.1170    2.3188   11.7682    5.4133    0.2470    0.0000    0.0006   -1.4800    0.6000
  111.0000    0.5600    0.5006    2.3175    3.6750    8.1137    1.5214   12.1749    5.5729    0.2470    0.0000    0.0006   -1.4800    0.6000
  111.0000    0.4980    0.4956    1.7841    4.5939    8.1655    5.6798   10.0702    5.2503    0.2450    0.0000    0.0001   -2.2600    0.5000
  111.0000    0.5000    0.4956    1.7591    4.5610    8.1718    5.5745   10.1237    5.2283    0.2450    0.0000    0.0001   -2.2600    0.5000
  111.0000    0.5050    0.4957    1.9163    4.4845    8.1350    5.1158   10.3552    5.3205    0.2450    0.0000    0.0001   -2.2600    0.5000
  111.0000    0.5100    0.4957    1.9850    4.4197    8.1198    4.7921   10.5192    5.3794    0.2450    0.0000    0.0001   -2.2600    0.5000
  111.0000    0.5150    0.4956    2.1022    4.3382    8.1135    4.3534   10.7407    5.4829    0.2450    0.0000    0.0001   -2.2600    0.5000
  111.0000    0.5200    0.4956    2.1489    4.2578    8.1121    3.9891   10.9249    5.5194    0.2450    0.0000    0.0001   -2.2600    0.5000
  111.0000    0.5300    0.4962    2.3441    3.9134    8.0987    2.4247   11.7113    5.6695    0.2450    0.0000    0.0001   -2.2600    0.5000
  111.0000    0.5400    0.4971    2.2872    3.8058    8.1095    2.0594   11.8980    5.5978    0.2450    0.0000    0.0001   -2.2600    0.5000
  111.0000    0.5600    0.5055    2.6795    3.6541    8.0582    1.0761   12.3975    5.8802    0.2450    0.0000    0.0001   -2.2600    0.5000
  111.0000    0.4780    0.4757    1.3804    4.4274    8.1515    5.3991   10.2017    4.3669    0.2570    0.0978    0.0060   -0.4700    0.2300
  111.0000    0.4800    0.4757    1.3867    4.3982    8.1536    5.2780   10.2631    4.3701    0.2570    0.0922    0.0060   -0.4700    0.2300
  111.0000    0.4850    0.4757    1.4035    4.3468    8.1617    5.0602   10.3742    4.3851    0.2570    0.0719    0.0060   -0.4700    0.2300
  111.0000    0.4900    0.4757    1.4213    4.3115    8.1769    4.9059   10.4536    4.4206    0.2570    0.0438    0.0060   -0.4700    0.2300
  111.0000    0.4950    0.4757    1.4316    4.2773    8.1822    4.7632   10.5272    4.4317    0.2570    0.0369    0.0060   -0.4700    0.2300
  111.0000    0.5000    0.4757    1.4425    4.2487    8.1896    4.6418   10.5900    4.4501    0.2570    0.0284    0.0060   -0.4700    0.2300
  111.0000    0.5100    0.4757    1.4915    4.2046    8.2120    4.4257   10.7024    4.5185    0.2570    0.0111    0.0060   -0.4700    0.2300
  111.0000    0.5200    0.4832    2.0721    3.8410    8.1416    2.3987   11.7201    5.2915    0.2570    0.0000    0.0060   -0.4700    0.2300
  111.0000    0.5300    0.4883    2.0981    3.7053    8.1217    1.8383   12.0044    5.3475    0.2570    0.0000    0.0060   -0.4700    0.2300
  111.0000    0.5400    0.4910    2.1268    3.6665    8.1405    1.6627   12.0963    5.3132    0.2570    0.0000    0.0060   -0.4700    0.2300
  111.0000    0.5600    0.4996    2.1863    3.6426    8.1217    1.5232   12.1740    5.4211    0.2570    0.0000    0.0060   -0.4700    0.2300
  111.0000    0.6000    0.5098    2.4022    3.6001    8.1249    1.1671   12.3669    5.6160    0.2570    0.0000    0.0060   -0.4700    0.2300
  111.0000    0.6600    0.5239    3.0023    3.5319    8.0618    0.3355   12.8034    5.9829    0.2570    0.0000    0.0060   -0.4700    0.2300
  111.0000    0.4710    0.4690    1.3377    4.4111    8.1454    5.3707   10.2127    4.3736    0.2880    0.1125    0.0169    0.0000    0.0000
  111.0000    0.4730    0.4690    1.3417    4.3747    8.1451    5.2226   10.2876    4.3709    0.2880    0.1146    0.0169    0.0000    0.0000
  111.0000    0.4750    0.4690    1.3516    4.3482    8.1497    5.1086   10.3454    4.3781    0.2880    0.0989    0.0169    0.0000    0.0000
  111.0000    0.4800    0.4689    1.3684    4.2959    8.1572    4.8871   10.4585    4.3915    0.2880    0.0789    0.0169    0.0000    0.0000
  111.0000    0.4850    0.4690    1.3753    4.2493    8.1567    4.6983   10.5552    4.3869    0.2880    0.0814    0.0169    0.0000    0.0000
  111.0000    0.4900    0.4689    1.3938    4.2150    8.1696    4.5476   10.6328    4.4153    0.2880    0.0544    0.0169    0.0000    0.0000
  111.0000    0.4950    0.4690    1.4092    4.1837    8.1805    4.4109   10.7033    4.4418    0.2880    0.0373    0.0169    0.0000    0.0000
  111.0000    0.5000    0.4690    1.4296    4.1551    8.1900    4.2803   10.7708    4.4664    0.2880    0.0265    0.0169    0.0000    0.0000
  111.0000    0.5100    0.4708    1.5470    4.0804    8.2104    3.8727   10.9789    4.5276    0.2880    0.0113    0.0169    0.0000    0.0000
  111.0000    0.5200    0.4751    1.7418    3.8971    8.2354    2.9536   11.4427    4.6256    0.2880    0.0044    0.0169    0.0000    0.0000
  111.0000    0.5300    0.4841    2.0924    3.6385    8.1591    1.5768   12.1352    5.2488    0.2880    0.0000    0.0169    0.0000    0.0000
  111.0000    0.5400    0.4880    2.1061    3.6280    8.1549    1.5293   12.1630    5.2652    0.2880    0.0000    0.0169    0.0000    0.0000
  111.0000    0.5500    0.4787    2.0964    3.6242    8.1276    1.5318   12.1658    5.3284    0.2880    0.0000    0.0169    0.0000    0.0000
  111.0000    0.5600    0.4962    2.1620    3.6095    8.1224    1.4149   12.2282    5.4100    0.2880    0.0000    0.0169    0.0000    0.0000
  111.0000    0.5800    0.4904    2.2064    3.5956    8.1236    1.3302   12.2781    5.4568    0.2880    0.0000    0.0169    0.0000    0.0000
  111.0000    0.6200    0.4959    2.2827    3.5805    8.1260    1.2226   12.3463    5.5205    0.2880    0.0000    0.0169    0.0000    0.0000
  111.0000    0.6600    0.5009    2.3684    3.5679    8.1264    1.1139   12.4143    5.5932    0.2880    0.0000    0.0169    0.0000    0.0000
  111.0000    0.7000    0.5052    2.4315    3.5603    8.1264    1.0453   12.4614    5.6428    0.2880    0.0000    0.0169    0.0000    0.0000
  111.0000    0.4670    0.4649    1.2278    4.3713    8.1235    5.3177   10.2372    4.3691    0.2920    0.1881    0.0400    0.3900    0.0000
  111.0000    0.4680    0.4649    1.2326    4.3514    8.1248    5.2339   10.2797    4.3701    0.2920    0.1818    0.0400    0.3900    0.0000
  111.0000    0.4700    0.4649    1.2398    4.3190    8.1266    5.0993   10.3478    4.3711    0.2920    0.1741    0.0400    0.3900    0.0000
  111.0000    0.4750    0.4649    1.2544    4.2576    8.1298    4.8435   10.4781    4.3720    0.2920    0.1604    0.0400    0.3900    0.0000
  111.0000    0.4800    0.4649    1.2689    4.2077    8.1340    4.6341   10.5851    4.3760    0.2920    0.1434    0.0400    0.3900    0.0000
  111.0000    0.4850    0.4649    1.2847    4.1639    8.1399    4.4475   10.6805    4.3847    0.2920    0.1225    0.0400    0.3900    0.0000
  111.0000    0.4900    0.4650    1.2935    4.1238    8.1400    4.2826   10.7653    4.3817    0.2920    0.1230    0.0400    0.3900    0.0000
  111.0000    0.5000    0.4668    1.3408    4.0606    8.1501    3.9915   10.9152    4.3951    0.2920    0.0918    0.0400    0.3900    0.0000
  111.0000    0.5100    0.4711    1.3965    4.0052    8.1591    3.7226   11.0540    4.4065    0.2920    0.0710    0.0400    0.3900    0.0000
  111.0000    0.5200    0.4753    1.4546    3.9402    8.1690    3.4128   11.2130    4.4219    0.2920    0.0532    0.0400    0.3900    0.0000
  111.0000    0.5300    0.4793    1.5280    3.8441    8.1799    2.9636   11.4418    4.4440    0.2920    0.0377    0.0400    0.3900    0.0000
  111.0000    0.5400    0.4822    1.6716    3.6841    8.2101    2.1880   11.8337    4.5363    0.2920    0.0109    0.0400    0.3900    0.0000
  111.0000    0.5600    0.4889    2.1803    3.5704    8.2211    1.2403   12.3154    5.0961    0.2920    0.0000    0.0400    0.3900    0.0000
  111.0000    0.5800    0.4896    1.9582    3.5937    8.2569    1.5709   12.1577    4.7538    0.2920    0.0001    0.0400    0.3900    0.0000
  111.0000    0.6000    0.4939    2.1208    3.5711    8.2031    1.3327   12.2842    5.1269    0.2920    0.0000    0.0400    0.3900    0.0000
  111.0000    0.7000    0.5012    2.1163    3.5668    8.1766    1.3867   12.2907    5.1731    0.2920    0.0000    0.0400    0.3900    0.0000
  111.0000    0.8000    0.5064    2.1174    3.5682    8.1450    1.4493   12.2883    5.2266    0.2920    0.0000    0.0400    0.3900    0.0000
  111.0000    0.4610    0.4587    1.2076    4.3420    8.1249    5.2152   10.2858    4.3856    0.2890    0.1763    0.0600    0.5800    0.0000
  111.0000    0.4630    0.4587    1.2179    4.3031    8.1281    5.0512   10.3686    4.3888    0.2890    0.1612    0.0600    0.5800    0.0000
  111.0000    0.4650    0.4587    1.2218    4.2715    8.1283    4.9226   10.4339    4.3871    0.2890    0.1621    0.0600    0.5800    0.0000
  111.0000    0.4700    0.4587    1.2396    4.2078    8.1340    4.6544   10.5702    4.3937    0.2890    0.1388    0.0600    0.5800    0.0000
  111.0000    0.4750    0.4586    1.2470    4.1523    8.1343    4.4297   10.6849    4.3908    0.2890    0.1392    0.0600    0.5800    0.0000
  111.0000    0.4800    0.4587    1.2607    4.1027    8.1389    4.2223   10.7910    4.3967    0.2890    0.1237    0.0600    0.5800    0.0000
  111.0000    0.4900    0.4594    1.3010    4.0203    8.1509    3.8613   10.9759    4.4155    0.2890    0.0866    0.0600    0.5800    0.0000
